wavelength,intensity
1.949333333333333371e+02,4.642168955885954063e+01
1.949666666666666686e+02,5.134055371284557623e+01
1.950000000000000000e+02,8.954730351963419821e+01
1.950333333333333314e+02,4.760008095587365773e+01
1.950666666666666629e+02,6.150357317446415095e+01
1.950999999999999943e+02,5.409130546367755699e+00
1.951333333333333258e+02,6.482494897087551067e+01
1.951666666666666572e+02,5.687663430979836932e+01
1.951999999999999886e+02,5.649540918904047260e+01
1.952333333333333201e+02,6.231659218670343137e+01
1.952666666666666799e+02,-1.119723094309044598e+00
1.953000000000000114e+02,5.543444046740040676e+01
1.953333333333333428e+02,5.694764026422682690e+01
1.953666666666666742e+02,4.254386233549902130e+01
1.954000000000000057e+02,1.059167235405076326e+02
1.954333333333333371e+02,7.420296595178609778e+01
1.954666666666666686e+02,4.588439731004377364e+01
1.955000000000000000e+02,7.700619015448216942e+01
1.955333333333333314e+02,3.562402219713563056e+01
1.955666666666666629e+02,4.121228487118286665e+01
1.955999999999999943e+02,2.060080347167295756e+01
1.956333333333333258e+02,2.843967707373182208e+01
1.956666666666666572e+02,7.761763461912256901e+01
1.956999999999999886e+02,2.877661788931834863e+01
1.957333333333333201e+02,7.316673828441658145e+01
1.957666666666666799e+02,5.884534480171801363e+01
1.958000000000000114e+02,4.724433363587813517e+01
1.958333333333333428e+02,3.931323047997298659e+01
1.958666666666666742e+02,6.951273317101755822e+01
1.959000000000000057e+02,5.665399724312143803e+01
1.959333333333333371e+02,5.298909866337733376e+01
1.959666666666666686e+02,3.414681213907638835e+01
1.960000000000000000e+02,4.404846405979060364e+01
1.960333333333333314e+02,-1.593569688431543341e+00
1.960666666666666629e+02,1.357547987268517176e+01
1.960999999999999943e+02,2.288752087762189902e+01
1.961333333333333258e+02,5.464186913374924615e+01
1.961666666666666572e+02,2.246047846154047534e+01
1.961999999999999886e+02,9.464142167388979487e+01
1.962333333333333201e+02,6.375989147510024679e+01
1.962666666666666799e+02,8.110763695406704699e+01
1.963000000000000114e+02,6.252022461394670216e+01
1.963333333333333428e+02,7.050272285082732537e+01
1.963666666666666742e+02,1.387352037266649774e+01
1.964000000000000057e+02,5.679608791882768060e+01
1.964333333333333371e+02,7.713330872564810647e+01
1.964666666666666686e+02,2.280205886334968568e+01
1.965000000000000000e+02,6.769699610840226001e+01
1.965333333333333314e+02,4.029908722130763721e+01
1.965666666666666629e+02,2.206307954497551194e+01
1.965999999999999943e+02,6.048686960330385887e+01
1.966333333333333258e+02,5.001543587208082187e+01
1.966666666666666572e+02,4.752489000773225314e+01
1.966999999999999886e+02,8.019944157682954256e+01
1.967333333333333201e+02,4.442204506017212395e+01
1.967666666666666799e+02,6.128178618401368283e+01
1.968000000000000114e+02,2.379673877184778874e+01
1.968333333333333428e+02,4.459929875461044446e+01
1.968666666666666742e+02,1.214190647849268885e+02
1.969000000000000057e+02,-1.915935883803447837e+01
1.969333333333333371e+02,6.945880384328492596e+01
1.969666666666666686e+02,4.483829729783697360e+01
1.970000000000000000e+02,5.234039956800175020e+01
1.970333333333333314e+02,5.892461106091946732e+01
1.970666666666666629e+02,6.118832515581082987e+01
1.970999999999999943e+02,2.934647251687710323e+01
1.971333333333333258e+02,3.590010304892818738e+01
1.971666666666666572e+02,4.614615189736358758e+01
1.971999999999999886e+02,2.740831525794899193e+01
1.972333333333333201e+02,2.411573665979244296e+01
1.972666666666666799e+02,4.567692616824879082e+01
1.973000000000000114e+02,6.510778819139775919e+01
1.973333333333333428e+02,5.332512612341049163e+01
1.973666666666666742e+02,6.779730597330728870e+01
1.974000000000000057e+02,3.494384045694759067e+01
1.974333333333333371e+02,3.255458813125617468e+01
1.974666666666666686e+02,1.637603329930594853e+01
1.975000000000000000e+02,5.373708164115721786e+01
1.975333333333333314e+02,7.487112078084953737e+01
1.975666666666666629e+02,4.526672518679725954e+01
1.975999999999999943e+02,5.039944783451879573e+01
1.976333333333333258e+02,3.140130844102998608e+01
1.976666666666666572e+02,4.986138934527383526e+01
1.976999999999999886e+02,2.467611812434493501e+01
1.977333333333333201e+02,5.381116437738760538e+01
1.977666666666666799e+02,3.964785207815990731e+01
1.978000000000000114e+02,5.214440161340657909e+01
1.978333333333333428e+02,3.888782745046489708e+01
1.978666666666666742e+02,3.137788180969116070e+01
1.979000000000000057e+02,4.230358457962905305e+01
1.979333333333333371e+02,3.913259500655938439e+01
1.979666666666666686e+02,6.244130475951259029e+01
1.980000000000000000e+02,8.499352528757114555e+01
1.980333333333333314e+02,6.153602726992323113e+01
1.980666666666666629e+02,6.845856157229793837e+01
1.980999999999999943e+02,7.318413005338041444e+01
1.981333333333333258e+02,1.712060312945185814e+01
1.981666666666666572e+02,6.698218392920639985e+01
1.981999999999999886e+02,1.559396021834056612e+01
1.982333333333333201e+02,1.155828637364852796e+01
1.982666666666666515e+02,5.185132778936996090e+01
1.983000000000000114e+02,3.877291895954025591e+01
1.983333333333333428e+02,3.974946333086891315e+01
1.983666666666666742e+02,4.816113055912315843e+01
1.984000000000000057e+02,3.631353407561248758e+01
1.984333333333333371e+02,6.672394109093846737e+01
1.984666666666666686e+02,2.854981319779499671e+01
1.985000000000000000e+02,3.949740809257527019e+01
1.985333333333333314e+02,5.730803930428358939e+01
1.985666666666666629e+02,7.542180761519733778e+01
1.985999999999999943e+02,8.083851358721801716e+00
1.986333333333333258e+02,5.314250306380563416e+01
1.986666666666666572e+02,3.225167999102022520e+01
1.986999999999999886e+02,1.555832919665867564e+00
1.987333333333333201e+02,3.590100299524668515e+01
1.987666666666666515e+02,1.844179588955752536e+01
1.988000000000000114e+02,3.490651474489144590e+01
1.988333333333333428e+02,4.475392257682961628e+01
1.988666666666666742e+02,7.675553483212735273e+01
1.989000000000000057e+02,9.221037579763592618e+00
1.989333333333333371e+02,4.120986037034204230e+01
1.989666666666666686e+02,4.844539308833645919e+00
1.990000000000000000e+02,6.201833665692427644e+01
1.990333333333333314e+02,2.235244645383080098e+01
1.990666666666666629e+02,3.719447410969902990e+01
1.990999999999999943e+02,3.767405560418775678e+01
1.991333333333333258e+02,5.780468134186041596e+01
1.991666666666666572e+02,5.372037126313041711e+01
1.991999999999999886e+02,6.208681607785674572e+01
1.992333333333333201e+02,5.705607858583050529e+01
1.992666666666666515e+02,5.864199692239331796e+01
1.993000000000000114e+02,3.140912046974823113e+01
1.993333333333333428e+02,1.430700378763743075e+01
1.993666666666666742e+02,6.772070645516413379e+01
1.994000000000000057e+02,3.873995098024350625e+01
1.994333333333333371e+02,5.486118865558687929e+01
1.994666666666666686e+02,3.705430430795240682e+01
1.995000000000000000e+02,3.057277297566059460e+01
1.995333333333333314e+02,4.398326244518922579e+01
1.995666666666666629e+02,4.142306651401968054e+01
1.995999999999999943e+02,4.205818805052616938e+01
1.996333333333333258e+02,5.645892965775767181e+01
1.996666666666666572e+02,6.295173368099187883e+01
1.996999999999999886e+02,3.820464959849358877e+01
1.997333333333333201e+02,7.113448131767516713e+01
1.997666666666666515e+02,5.060705965437999510e+01
1.998000000000000114e+02,3.864812954169663328e+01
1.998333333333333428e+02,2.843725296063233543e+01
1.998666666666666742e+02,2.073404705247574498e+01
1.999000000000000057e+02,6.692014308880757767e+01
1.999333333333333371e+02,7.726461643042040350e+01
1.999666666666666686e+02,8.003611834243595524e+01
2.000000000000000000e+02,4.328593065257486217e+01
2.000333333333333314e+02,6.324271786253953564e+01
2.000666666666666629e+02,4.565560280196535814e+01
2.000999999999999943e+02,2.988764202977751339e+01
2.001333333333333258e+02,3.601985097258704371e+01
2.001666666666666572e+02,3.702286022762082496e+01
2.001999999999999886e+02,4.667702050108555767e+01
2.002333333333333201e+02,3.716843895911803486e+01
2.002666666666666515e+02,1.819103874206515670e+01
2.003000000000000114e+02,-8.022386246321957515e-01
2.003333333333333428e+02,4.356419540161794401e+01
2.003666666666666742e+02,4.839572975833873869e+01
2.004000000000000057e+02,1.183278605267858907e+01
2.004333333333333371e+02,8.103919176450892792e+01
2.004666666666666686e+02,3.630011911208853803e+01
2.005000000000000000e+02,5.163138263508683679e+01
2.005333333333333314e+02,4.011704687895192478e+01
2.005666666666666629e+02,2.328998233436587384e+01
2.005999999999999943e+02,3.891113748976532349e+01
2.006333333333333258e+02,-4.994601420014497251e+00
2.006666666666666572e+02,6.353012964427559695e+01
2.006999999999999886e+02,9.250641191972115962e+01
2.007333333333333201e+02,3.413720507527435899e+01
2.007666666666666515e+02,6.193054172763071819e+01
2.008000000000000114e+02,6.645735787317534005e+01
2.008333333333333428e+02,7.441415437104919306e+01
2.008666666666666742e+02,2.947781194474512390e+01
2.009000000000000057e+02,5.596466639931522025e+01
2.009333333333333371e+02,6.080219959130835861e+01
2.009666666666666686e+02,-1.288398260064774803e+01
2.010000000000000000e+02,1.693026034853041040e+01
2.010333333333333314e+02,6.050778173617756295e+01
2.010666666666666629e+02,5.590655043162068694e+01
2.010999999999999943e+02,4.759410391792476247e+01
2.011333333333333258e+02,4.957153208095489560e+01
2.011666666666666572e+02,5.703131202154547452e+01
2.011999999999999886e+02,3.206742603934259961e+01
2.012333333333333201e+02,6.974322981679924283e+01
2.012666666666666515e+02,2.189721441122094703e+01
2.013000000000000114e+02,4.234929499792964691e+01
2.013333333333333428e+02,7.438573180874942636e+01
2.013666666666666742e+02,4.449951128122346233e+01
2.014000000000000057e+02,2.160670054333632351e+01
2.014333333333333371e+02,5.515846494069614181e+01
2.014666666666666686e+02,6.701681941665293607e+01
2.015000000000000000e+02,5.821736900459952579e+01
2.015333333333333314e+02,6.546599300978988367e+01
2.015666666666666629e+02,2.615637134172225586e+01
2.015999999999999943e+02,5.251961894124858787e+01
2.016333333333333258e+02,7.855863721448399417e+01
2.016666666666666572e+02,4.795117912503498303e+01
2.016999999999999886e+02,5.959812695177239306e+01
2.017333333333333201e+02,6.167461980789946097e+01
2.017666666666666515e+02,2.954987027896135743e+01
2.018000000000000114e+02,2.173463092464242408e+01
2.018333333333333428e+02,6.236965604399568264e+01
2.018666666666666742e+02,3.437772158147315338e+01
2.019000000000000057e+02,6.389575431285926754e+01
2.019333333333333371e+02,6.062760941565527162e+01
2.019666666666666686e+02,7.277867788631698431e+01
2.020000000000000000e+02,4.158697910813771159e+01
2.020333333333333314e+02,6.413528865987036909e+01
2.020666666666666629e+02,5.863902804450125927e+01
2.020999999999999943e+02,6.878922931129491758e+01
2.021333333333333258e+02,4.977781239048582762e+01
2.021666666666666572e+02,4.821669423813958844e+01
2.021999999999999886e+02,8.815402505074749229e+01
2.022333333333333201e+02,7.427798473531306911e+01
2.022666666666666515e+02,1.063364851285332406e+02
2.023000000000000114e+02,5.784459739474810647e+01
2.023333333333333428e+02,1.170017953384037099e+02
2.023666666666666742e+02,1.081052844617250770e+02
2.024000000000000057e+02,1.058217051588148223e+02
2.024333333333333371e+02,1.766800081705568459e+02
2.024666666666666686e+02,2.157537178378934755e+02
2.025000000000000000e+02,1.979182883161606128e+02
2.025333333333333314e+02,2.113736683814478852e+02
2.025666666666666629e+02,2.844318698120122235e+02
2.025999999999999943e+02,3.022480803104359097e+02
2.026333333333333258e+02,2.891683390986590325e+02
2.026666666666666572e+02,2.225842547344304307e+02
2.026999999999999886e+02,1.992334081606709049e+02
2.027333333333333201e+02,1.469260499160041888e+02
2.027666666666666515e+02,9.913782802627412138e+01
2.028000000000000114e+02,1.111072375057679693e+02
2.028333333333333428e+02,6.931450674897057240e+01
2.028666666666666742e+02,9.977225433195796711e+01
2.029000000000000057e+02,1.060074180359405602e+02
2.029333333333333371e+02,6.668735439600050086e+01
2.029666666666666686e+02,8.170794149771239745e+01
2.030000000000000000e+02,8.732242025422755205e+01
2.030333333333333314e+02,5.997682363001362660e+01
2.030666666666666629e+02,7.437056847562982398e+01
2.030999999999999943e+02,2.274701814578293835e+01
2.031333333333333258e+02,8.473016134668870336e+01
2.031666666666666572e+02,8.335162670441943078e+01
2.031999999999999886e+02,4.880710056677018827e+01
2.032333333333333201e+02,6.102144801725855672e+01
2.032666666666666515e+02,6.466586923856065994e+01
2.033000000000000114e+02,8.143629594214007739e+01
2.033333333333333428e+02,1.719229113952026111e+01
2.033666666666666742e+02,2.232283382156666462e+01
2.034000000000000057e+02,5.760502013137522681e+01
2.034333333333333371e+02,6.629551135632938497e+01
2.034666666666666686e+02,3.721781781589758964e+01
2.035000000000000000e+02,5.031927803017502043e+01
2.035333333333333314e+02,3.189481842679714063e+01
2.035666666666666629e+02,6.494707411525816099e+01
2.035999999999999943e+02,7.945310329104052016e+01
2.036333333333333258e+02,9.675257141412990336e+01
2.036666666666666572e+02,5.766482582523267553e+01
2.036999999999999886e+02,9.131800540991150683e+00
2.037333333333333201e+02,4.545216741638182611e+01
2.037666666666666515e+02,6.635200486854584767e+01
2.038000000000000114e+02,4.718938342477066072e+01
2.038333333333333428e+02,3.585547803915757470e+01
2.038666666666666742e+02,4.950308167443676410e+01
2.039000000000000057e+02,5.320624362623300385e+01
2.039333333333333371e+02,5.275806166067832947e+01
2.039666666666666686e+02,3.729013633629531910e+01
2.040000000000000000e+02,6.986347972363054737e+01
2.040333333333333314e+02,4.103570872347911092e+01
2.040666666666666629e+02,9.519014427146842650e+01
2.040999999999999943e+02,6.293889274354860675e+01
2.041333333333333258e+02,7.081546684889782739e+01
2.041666666666666572e+02,6.271722635125621537e+01
2.041999999999999886e+02,3.523477973445686473e+01
2.042333333333333201e+02,2.026171379299782416e+01
2.042666666666666515e+02,4.717694767212874041e+01
2.043000000000000114e+02,4.084879370763516704e+01
2.043333333333333428e+02,6.914483730217679636e+01
2.043666666666666742e+02,4.892186871206417464e+01
2.044000000000000057e+02,3.239849382974172443e+01
2.044333333333333371e+02,4.416869784979820679e+01
2.044666666666666686e+02,4.536387322813573064e+01
2.045000000000000000e+02,3.494903091581544174e+01
2.045333333333333314e+02,4.896172506383731360e+01
2.045666666666666629e+02,5.813319599018469575e+01
2.045999999999999943e+02,6.714492914474251961e+01
2.046333333333333258e+02,1.911311637882692338e+01
2.046666666666666572e+02,3.099480791241652256e+01
2.046999999999999886e+02,5.557683394618933903e+01
2.047333333333333201e+02,5.737108455097450133e+01
2.047666666666666515e+02,8.458915299364244333e+01
2.048000000000000114e+02,9.947702523864870727e+01
2.048333333333333428e+02,7.921747039274789870e+01
2.048666666666666742e+02,1.008906885660500308e+01
2.049000000000000057e+02,4.164443432144477697e+01
2.049333333333333371e+02,5.301515478528417447e+01
2.049666666666666686e+02,9.018638617765488164e+01
2.050000000000000000e+02,2.606117071646313832e+01
2.050333333333333314e+02,5.680665121620222635e+01
2.050666666666666629e+02,5.547196890686103643e+01
2.050999999999999943e+02,4.918467755549449549e+01
2.051333333333333258e+02,3.248698594360981673e+01
2.051666666666666572e+02,2.937918182478707863e+01
2.051999999999999886e+02,9.026212984561320241e+01
2.052333333333333201e+02,7.881937298330937836e+01
2.052666666666666515e+02,6.463541306538954245e+01
2.053000000000000114e+02,6.029332034821830177e+01
2.053333333333333428e+02,7.152249600204679325e+01
2.053666666666666742e+02,5.779591969590828171e+01
2.054000000000000057e+02,7.571712099764320669e+01
2.054333333333333371e+02,5.602986685115039478e+01
2.054666666666666686e+02,7.412426687744279263e+01
2.055000000000000000e+02,7.391411143242849846e+01
2.055333333333333314e+02,6.990011659236121488e+01
2.055666666666666629e+02,2.648468089512062207e+01
2.055999999999999943e+02,4.808606554722001647e+01
2.056333333333333258e+02,2.710094225327366502e+01
2.056666666666666572e+02,5.157310825582520408e+01
2.056999999999999886e+02,3.519017859826757899e+01
2.057333333333333201e+02,1.891502456019334844e+01
2.057666666666666515e+02,7.535982208893693723e+01
2.058000000000000114e+02,7.114205511230116485e+01
2.058333333333333428e+02,5.276645450353689881e+01
2.058666666666666742e+02,1.010969145684837258e+02
2.059000000000000057e+02,6.631952794918562688e+01
2.059333333333333371e+02,5.314584489021098079e+01
2.059666666666666686e+02,6.042051251252067345e+01
2.060000000000000000e+02,4.124248823995625912e+01
2.060333333333333314e+02,3.953991937127326395e+01
2.060666666666666629e+02,4.973289420259543903e+01
2.060999999999999943e+02,7.480453554869349375e+01
2.061333333333333258e+02,3.600646004677255263e+01
2.061666666666666572e+02,4.194813024731433870e+01
2.061999999999999886e+02,9.456628235920581460e+01
2.062333333333333485e+02,3.860018597130246576e+01
2.062666666666666515e+02,9.579564994598848671e+01
2.063000000000000114e+02,5.473297742755678996e+01
2.063333333333333428e+02,1.987325107084837583e+01
2.063666666666666742e+02,4.718828871936706548e+01
2.064000000000000057e+02,2.597486862578365674e+01
2.064333333333333371e+02,3.622116733248888920e+01
2.064666666666666686e+02,5.400833966245026829e+01
2.065000000000000000e+02,4.031355166135772095e+01
2.065333333333333314e+02,4.392472956224953151e+01
2.065666666666666629e+02,4.646024609586822862e+01
2.065999999999999943e+02,5.992780141575218522e+01
2.066333333333333258e+02,6.385033295508012685e+01
2.066666666666666572e+02,3.765921765608204197e+01
2.066999999999999886e+02,6.318644573942954423e+01
2.067333333333333485e+02,6.671704288340009725e+01
2.067666666666666515e+02,8.440605685903341282e+01
2.068000000000000114e+02,7.445333303638369671e+01
2.068333333333333428e+02,3.497655748938795028e+01
2.068666666666666742e+02,5.067183635893075433e+01
2.069000000000000057e+02,2.282497274073216431e+01
2.069333333333333371e+02,3.267590165421027848e+01
2.069666666666666686e+02,6.434456661229177143e+01
2.070000000000000000e+02,6.739036997891368230e+01
2.070333333333333314e+02,4.169629314366061124e+01
2.070666666666666629e+02,4.395641804012621634e+01
2.070999999999999943e+02,5.164560846290796547e+01
2.071333333333333258e+02,3.762136274604744557e+01
2.071666666666666572e+02,4.875548611653515252e+01
2.071999999999999886e+02,6.967161502233054193e+00
2.072333333333333485e+02,5.211075082918858925e+01
2.072666666666666515e+02,5.503991700374883322e+01
2.073000000000000114e+02,4.323040295581080983e+01
2.073333333333333428e+02,5.268531977016087353e+01
2.073666666666666742e+02,4.320183470963205963e+01
2.074000000000000057e+02,4.944798378003582684e+01
2.074333333333333371e+02,4.942073366676827106e+01
2.074666666666666686e+02,4.556517864068155887e+01
2.075000000000000000e+02,2.541399219595802705e+01
2.075333333333333314e+02,4.127186983856657321e+01
2.075666666666666629e+02,2.237397164604541544e+01
2.075999999999999943e+02,5.790205617452699727e+01
2.076333333333333258e+02,5.255931214797906392e+01
2.076666666666666572e+02,8.051191659314036997e+01
2.076999999999999886e+02,4.020008265059563968e+01
2.077333333333333485e+02,4.456535450259445241e+01
2.077666666666666515e+02,3.258691445275508869e+01
2.078000000000000114e+02,4.260472283583511199e+01
2.078333333333333428e+02,7.068068903299902672e+01
2.078666666666666742e+02,3.956704205281528175e+01
2.079000000000000057e+02,5.062802513499429580e+01
2.079333333333333371e+02,2.873982968129388382e+01
2.079666666666666686e+02,7.528302863765993891e+01
2.080000000000000000e+02,3.395466351075480560e+01
2.080333333333333314e+02,4.108537782306888886e+01
2.080666666666666629e+02,7.081772903914252026e+01
2.080999999999999943e+02,6.222096567700305059e+01
2.081333333333333258e+02,7.002175461138659784e+01
2.081666666666666572e+02,5.850542227297401610e+01
2.081999999999999886e+02,1.797607635408828131e+01
2.082333333333333485e+02,4.502205045830925201e+01
2.082666666666666515e+02,6.422955380890215338e+01
2.083000000000000114e+02,4.483614590546661560e+01
2.083333333333333428e+02,2.582403806460696671e+01
2.083666666666666742e+02,7.051310368021795227e+00
2.084000000000000057e+02,2.593529404169565566e+01
2.084333333333333371e+02,7.082108082082478973e+01
2.084666666666666686e+02,7.842705238700500558e+01
2.085000000000000000e+02,4.438535121833483998e+01
2.085333333333333314e+02,5.031542528436802542e+01
2.085666666666666629e+02,3.025923944107179864e+01
2.085999999999999943e+02,5.457843057385399987e+01
2.086333333333333258e+02,2.258876323096411909e+01
2.086666666666666572e+02,2.982331770007422733e+01
2.086999999999999886e+02,3.923470755766768292e+01
2.087333333333333485e+02,2.988550524043348133e+01
2.087666666666666515e+02,4.473894014425822263e+01
2.088000000000000114e+02,6.116504958573975870e+01
2.088333333333333428e+02,8.812430056267490386e+01
2.088666666666666742e+02,7.724151793408900346e+00
2.089000000000000057e+02,4.188854541461067527e+01
2.089333333333333371e+02,3.978337765009228377e+01
2.089666666666666686e+02,6.415700571065772806e+01
2.090000000000000000e+02,7.008809795050545688e+01
2.090333333333333314e+02,1.512789432089477870e+01
2.090666666666666629e+02,4.071483355984429409e+01
2.090999999999999943e+02,3.252586884247074295e+01
2.091333333333333258e+02,6.664821992673722661e+01
2.091666666666666572e+02,3.713910403165352392e+01
2.091999999999999886e+02,5.018192478406917445e+01
2.092333333333333485e+02,3.740817339547855624e+01
2.092666666666666515e+02,7.864032169757776103e+01
2.093000000000000114e+02,4.842046020191603617e+01
2.093333333333333428e+02,2.886639887535488569e+01
2.093666666666666742e+02,5.443121924955953261e+01
